brutal, constitute, stardom, ate, exhort, Thessaly, template, great, narcosis, incorrect, licensable, hideaway, loch, flunk, Bassett, melee, awhile, Della, derail, Bayreuth, confiscate, matinal, Durer, Simla, garb, elope, seismic, Hollingsworth, thumb, silica, sora, speedy, doghouse, emanate, meanwhile, ardent, c, inflater, blueprint, slaughter
63 : macintosh | Kipling | 67 | transpose | 41 | 19 | 68 | selectman | 38 | crest | 12 | 30 | 11 | Loren | 24 | 81 | wolve | owly | 74 | Hungary | locomotor | perish | 93 | Alex | 49 | 17 | 35 | 9 | 49 | 81 | hangable | standeth | 91 | Faust | orthodontic | 65 | 50 | 45 | 74
20 : 26 | 20 | hostelry | 23 | crypt | 62 | swig | crock | hunk | tuition | Leroy | brig | stage | 55 | megahertz | 15 | 79 | 54 | 0 | 82 | askew | 49 | 29 | 28 | 92 | 84 | tangerine | 69 | orbit | 41 | cement | 35 | 97 | 8 | Aeolus | pickoff | satire | 48 | limnology
rose : 6 | exhale | stanza | Starr | Albright | 64 | talismanic | widen | nominate | Ryder | 5 | rush | 60 | 51 | dozen | 50 | 16 | 96 | 50 | 67 | 19 | 49 | 22 | tirade | 82 | Shoshone | echoes | 21 | corroboree | 79 | Ankara | 19 | 27 | Janos | 84 | 23 | imperturbable | 35 | 7
7 : 60 | at | kingfisher | 85 | wrap | 50 | fitful | 26 | 60 | rink | 70 | chorus | acquisition | 82 | 42 | 46 | 2 | choir | 43 | 73 | 17 | Shapiro | 5 | empty | 45 | 9 | 80 | 89 | central | 58 | Pittsburgh | ambidextrous | monte | 13 | 57 | degum | 98 | 14 | 81
2 : 64 | black | crossbar | saddle | rendezvous | 41 | 16 | landslide | 44 | 91 | clarify | 70 | 79 | 50 | 21 | 54 | 22 | 48 | luxurious | 52 | pulley | brewery | blew | potbelly | 54 | 20 | 20 | 84 | 59 | 34 | 28 | 67 | length | 23 | 55 | 95 | 56 | 47 | acerbity
lavabo : facial | 97 | 1 | u's | 50 | urinal | 14 | 10 | syntax | geochronology | 4 | 96 | Palo | 18 | ad | tack | 89 | cotillion | 9 | 78 | 64 | crochet | fifteenth | Moldavia | hydrophone | 49 | parolee | 48 | armchair | 1 | 73 | spiteful | 95 | Cushing | 75 | 78 | 79 | 88 | Dana
77 : pulley | 19 | Drury | egret | 72 | 51 | 62 | 70 | 95 | 3 | 86 | 49 | 21 | 43 | 52 | mucosa | 95 | crevice | pang | Brussels | 22 | 46 | 29 | Andersen | testicular | 19 | Smithson | 98 | Sternberg | 81 | 3 | 41 | 86 | 64 | 76 | 41 | 95 | 96 | 1
versatile : 47 | 61 | 84 | 44 | 97 | 89 | Troutman | 27 | 7 | 22 | n's | incomparable | 48 | nice | 28 | sidewall | 15 | 19 | Steven | 48 | equilibria | 75 | 37 | 95 | ashy | 59 | 7 | 33 | Gunderson | chuckwalla | 91 | 77 | 7 | chest | 25 | 82 | 78 | 68 | humble
84 : 2 | 94 | 8 | Gemini | 27 | prince | introit | swat | marble | fiesta | Precambrian | 29 | 79 | 70 | geometrician | 58 | 70 | Rodney | 51 | 91 | Addis | 45 | bridesmaid | whole | 39 | financial | 96 | 48 | passionate | 65 | Saunders | crappie | 90 | 1 | deject | 15 | 50 | Melvin | d's
40 : 5 | 83 | 49 | 27 | Mohawk | 6 | starchy | 73 | 83 | 95 | intimate | eyelid | 7 | 81 | 2 | pellucid | pejorative | 87 | cannot | 52 | Stephen | 12 | 75 | 22 | 1 | AK | 51 | 75 | 61 | sixty | coexistent | 74 | fiftyfold | Conrail | 65 | additive | tribesman | 22 | 60
clue : 64 | 84 | velours | 15 | 23 | ala | Havana | ketone | Nancy | awe | 96 | 87 | 26 | 97 | common | 75 | Angelo | 45 | bowfin | 11 | hashish | 74 | 86 | 66 | 68 | Ukraine | alert | 42 | 0 | belove | 53 | Kirchner | 40 | vivo | Wyman | graze | 39 | clarify | 40
Luis : 93 | 48 | 83 | 71 | crunch | 82 | 6 | runny | Cupid | assessor | 1 | 22 | highwaymen | 46 | Archimedes | Holocene | prior | 2 | 28 | 33 | seduce | 71 | 16 | 41 | 64 | 73 | 93 | 5 | detest | temple | balsa | 22 | pastel | 45 | agree | carbohydrate | 52 | thumbnail | tenement
74 : Haiti | AK | 23 | transfusable | 46 | respiratory | Hermann | gadgetry | stitch | 5 | 18 | precious | 83 | flashback | Kilgore | 33 | 27 | revulsion | Veronica | 58 | 73 | calamus | between | planetoid | 85 | magician | 37 | 92 | USC | SE | antiquated | seizure | although | 58 | tremor | 92 | 0 | 65 | 32
Seneca : 6 | birthplace | 20 | 31 | token | 16 | strident | Vinson | legend | leaflet | 25 | depletion | tech | circumvent | 21 | 84 | 9 | waistcoat | Coronado | 62 | fluoridate | 64 | Guilford | 10 | 44 | 93 | 61 | 9 | digital | lousy | 69 | anchor | 48 | giggle | main | 3 | boulevard | 34 | 65
ludicrous : 15 | 55 | 26 | perforce | 21 | seventyfold | revelatory | 49 | 76 | 94 | 48 | 54 | 3 | firefly | 23 | 84 | 26 | sculptor | 69 | 96 | 82 | 79 | 4 | constituent | 49 | 7 | 54 | 8 | 63 | 40 | 6 | 17 | 35 | 75 | 24 | 66 | 7 | 89 | 89
47 : 12 | 85 | 29 | claim | 95 | hereinabove | 95 | antipodal | guild | Trenton | 10 | gloomy | downspout | 3 | perennial | dobson | 46 | 42 | struggle | revel | millennium | 26 | cutaneous | bitch | homebound | 64 | 5 | 6 | pillow | occupation | WV | 27 | 32 | heap | 63 | 36 | 76 | 23 | 47
72 : Carr | 26 | 36 | 19 | 9 | 95 | sequent | obey | espousal | 86 | 81 | 84 | 7 | 17 | 36 | 31 | Algeria | rabbet | dimethyl | silversmith | 20 | 83 | 57 | 39 | 11 | 74 | 82 | 66 | 88 | Lana | 89 | minstrelsy | Sisyphus | crave | 43 | 52 | Stalin | 12 | 34
38 : 11 | deprave | 48 | 40 | 61 | 89 | Erastus | 60 | 42 | 54 | Scylla | lingerie | 69 | steal | 11 | monstrous | osseous | 63 | 70 | 88 | immigrant | 60 | archetype | polka | 14 | 47 | 80 | 46 | linebacker | gumshoe | 27 | monomial | 60 | herpetology | 64 | 49 | 48 | umpire | f's
ascription : 12 | nectary | 12 | pearlstone | cake | Christopher | oneself | Mumford | 51 | shady | 42 | 79 | constrictor | 71 | Rumford | rev | 26 | compost | 30 | taste | 49 | 17 | convocate | O'Neill | 96 | Chimique | superior | 98 | 90 | Joshua | 18 | 75 | 99 | 44 | 69 | Erich | bookshelves | 49 | artemisia
33 : scientific | 8 | 95 | 68 | 52 | 12 | 89 | comprehend | 86 | cell | 91 | 0 | 27 | gush | 70 | 93 | 56 | 31 | 77 | 57 | 33 | 73 | 48 | 48 | blank | sphinx | 93 | 64 | pencil | 69 | 70 | glamorous | 53 | demean | 40 | gloomy | 76 | wagonload | 54
33 : 22 | 94 | 53 | screenful | lighthouse | 23 | trophy | 83 | 96 | indium | 37 | Nabisco | 97 | Motorola | perky | 5 | meteorology | 78 | lobscouse | 28 | 55 | 28 | convenient | fill | chemotherapy | 89 | attache | shareholder | 64 | 25 | wrongdoing | 54 | historiography | jumble | Gannett | clause | 94 | dysplasia | 47
tropospheric : patentee | secede | 9 | 39 | 39 | nitrogen | 71 | round | 23 | Conrad | 0 | 14 | 53 | 13 | 52 | 77 | Belize | 77 | 81 | 83 | 91 | 79 | 88 | 69 | pheasant | Almaden | 15 | 88 | 97 | 47 | scuba | Beograd | 78 | McClure | 8 | vulture | 56 | stunt | 0
berkelium : bespeak | bliss | 9 | confederate | chauffeur | Schloss | languid | 92 | 23 | waybill | 98 | 64 | 4 | 60 | 52 | 65 | 94 | implementer | Negroid | 78 | 9 | 36 | source | 68 | 97 | slop | 16 | monarch | rim | patriot | 5 | pipe | satiety | 95 | 91 | 59 | 43 | 90 | 27
diplomatic : parachute | 29 | inappreciable | 18 | 12 | 74 | 27 | 57 | 17 | 52 | 54 | 69 | democratic | 87 | matinee | 2 | abjure | 8 | France | 98 | 62 | Williamsburg | 78 | 50 | 78 | 10 | 13 | 84 | gibberish | 28 | derogatory | bridesmaid | SD | 16 | 70 | playboy | tang | 41 | 89
laughingstock : 49 | propulsion | 37 | 36 | 51 | Collins | 72 | Reykjavik | 88 | 42 | 34 | trickery | 81 | 55 | 29 | 4 | express | 17 | 82 | 37 | Goodman | blood | Malton | 41 | 82 | ember | 97 | 79 | 41 | 7 | beak | 3 | 29 | 23 | Koch | 42 | 56 | postman | 88
abolish : 50 | 20 | washout | smooch | 79 | 86 | 38 | Boltzmann | 49 | 51 | 76 | 74 | 7 | drug | stead | 54 | thyroxine | walk | 90 | 39 | scallop | Knowlton | 39 | faucet | 84 | 40 | 53 | 69 | heptane | Melinda | 58 | 49 | 92 | dismissal | punditry | martyr | eke | 61 | ruddy
69 : 1 | 62 | 9 | 45 | scoreboard | 55 | colonist | 92 | 21 | goof | 53 | 41 | 97 | 18 | 98 | Delilah | 33 | 60 | 84 | trichloroacetic | 44 | incubate | 66 | 63 | suppression | godfather | coco | 52 | 14 | Bryn | pedestal | harass | 66 | 31 | 54 | 5 | 31 | Wolcott | 95
coda : width | impede | 36 | atomic | 44 | 13 | convolute | 35 | 25 | 58 | geographer | 65 | 14 | 20 | specious | deterrent | 59 | 31 | 54 | 31 | 37 | 19 | SUNY | Angela | saleslady | Montgomery | 83 | 67 | philanthropic | hangout | 5 | 37 | boot | keno | 32 | ashman | lithography | Pasadena | variate
67 : 48 | house | 18 | Israelite | 99 | rat | deliquescent | camellia | briny | swami | 40 | 78 | 45 | Pliny | 69 | 91 | sham | 50 | 41 | 50 | 86 | 46 | 74 | posseman | Winnetka | 88 | 4 | Hodges | 77 | innkeeper | 64 | 28 | Giuseppe | 65 | confine | 26 | 25 | crayon | 13
crossway : Christina | title | 50 | 97 | 6 | 16 | slam | 20 | 51 | 32 | flutter | 90 | bricklayer | 49 | dear | 0 | 78 | 56 | 24 | 85 | 8 | 44 | 93 | 49 | slime | awaken | 63 | 25 | 67 | provocation | Pierson | 40 | slivery | 64 | catbird | grandson | 22 | 74 | diode
Mickelson : 23 | suspicious | sylvan | killjoy | 91 | Knapp | 40 | 53 | 37 | Lutz | 45 | 73 | seventy | 34 | debauch | 73 | aggressor | IRS | Scylla | 48 | bespectacled | meretricious | 4 | assuage | 3 | disc | 67 | 12 | backtrack | 42 | viscera | 7 | 87 | 24 | 21 | 46 | peril | 10 | 54
46 : 83 | tugboat | society | 81 | 38 | Addison | 12 | 48 | blitz | 36 | 57 | electroencephalography | 14 | 48 | 66 | 44 | redhead | nucleolus | 31 | pitchfork | butane | incorporable | 8 | 51 | 3 | 36 | 23 | phalanges | 47 | Cheddar | 9 | 76 | Albrecht | 46 | 54 | 49 | enlargeable | 88 | deceptive
86 : 93 | 5 | Paulette | 65 | Czerniak | Poughkeepsie | carnation | tepee | 27 | coy | 37 | 75 | boutique | 5 | Lausanne | 13 | yearbook | 19 | 99 | bleary | Lev | 10 | Lindholm | auric | 34 | 87 | 28 | Nolan | quail | 24 | emulsify | platoon | 55 | 27 | 95 | 78 | fiery | 29 | 67
radian : 92 | 27 | mercuric | burg | 32 | 79 | 77 | 42 | 94 | philanthropic | 71 | 7 | humus | turtleneck | aghast | Persephone | 6 | 62 | Judy | Monroe | 93 | astronomy | 27 | scavenge | 53 | passenger | 84 | afterlife | endothelial | 80 | rever | henry | ouzo | 14 | 80 | 69 | 10 | 1 | 12
80 : Malabar | 86 | priestess | 4 | 84 | Fairchild | null | 38 | 39 | 66 | 14 | worst | 30 | 9 | 37 | 64 | 78 | 91 | detain | middlemen | 40 | 62 | 48 | 25 | 52 | 12 | stepchild | 8 | 49 | ii | instrument | Signora | 60 | 97 | 36 | 7 | 63 | 56 | 66
94 : Dnieper | resurgent | 39 | 64 | 98 | 5 | 62 | 35 | smother | 58 | compel | pull | 9 | 93 | 34 | 40 | coralline | 81 | 4 | Lebanon | 31 | 24 | dragoon | conjoin | 29 | 48 | 13 | 39 | portrayal | 56 | 0 | 70 | 71 | 42 | 47 | 30 | befell | 74 | 67
23 : 7 | swap | 65 | 74 | 91 | 89 | Wappinger | chapter | 62 | 78 | Athabascan | tablespoonful | 17 | 70 | 61 | 93 | codify | 61 | 46 | tedious | 38 | 27 | 40 | 43 | 32 | coquina | 48 | 69 | 30 | 92 | 23 | Qatar | trompe | 28 | 37 | 57 | cluster | 92 | stasis
astronautic : terpsichorean | sword | 45 | 70 | 78 | 17 | ninetyfold | 99 | 84 | 2 | intrusion | 43 | Cartesian | choke | 35 | selectman | podia | 80 | laureate | 43 | 61 | 71 | 73 | 12 | 65 | 6 | Nolan | Cramer | 4 | 38 | Technion | verisimilitude | 3 | 6 | ampere | northeast | 90 | minesweeper | 65
51 : interpolatory | Blatz | till | 69 | northernmost | 29 | setup | monopoly | 33 | 9 | inquire | 34 | lorry | 30 | 18 | 27 | 76 | 94 | duodenal | 36 | 37 | 2 | spittle | 67 | bard | 16 | 39 | 18 | 24 | 51 | 91 | 53 | Aristotelian | 26 | 55 | prow | brush | foment | 21
86 : 45 | 62 | 48 | Nicholas | jest | patriot | CACM | 79 | 73 | 58 | 26 | 66 | 43 | 66 | made | typhoid | 86 | 60 | amort | 66 | 61 | 66 | Abe | stickleback | malleable | 36 | connoisseur | optimum | 47 | rail | 25 | kidnap | accord | 18 | 81 | 34 | roommate | audacity | 69
85 : 30 | 85 | 41 | 59 | cortege | 14 | extrema | Hewitt | 76 | 10 | 7 | 5 | conscience | 48 | 43 | mugging | buttress | penis | 64 | pompous | Kurt | 48 | hacienda | midget | cyclic | caterpillar | 27 | advert | ovum | 10 | 16 | 71 | 50 | 84 | 88 | Crockett | 1 | Arcturus | 78
0 : 6 | wet | 86 | 29 | 14 | 26 | unify | 71 | Vandenberg | Pinsky | 2 | 71 | 0 | 57 | 78 | harrow | San | 11 | 22 | 28 | countermen | graph | 64 | 17 | 12 | 78 | cahoot | 91 | Buddha | 56 | 80 | 75 | 50 | 33 | wagoneer | 11 | transfusable | 93 | 5
82 : 81 | 45 | 65 | 35 | fructose | product | 0 | 19 | 62 | 48 | 36 | 52 | 58 | carapace | Brahmaputra | dwarf | 45 | 96 | humpback | Nordic | 84 | crap | 78 | 85 | 32 | 28 | 43 | 80 | egotist | 10 | intervenor | 27 | Bangladesh | Brazil | 92 | Kennan | glassy | chord | 33
governance : tonsillitis | 44 | 60 | 88 | 5 | 25 | 23 | sickbed | chive | 41 | 34 | 49 | Cyclops | 7 | 23 | devious | melanin | pander | squatted | poise | 58 | showcase | handicraftsmen | sevenfold | exemption | polymerase | 63 | yourself | scuff | 74 | 40 | bore | 12 | 66 | flimsy | 3 | 13 | 22 | 98
blast : 66 | 16 | 72 | 61 | creed | python | Netherlands | 20 | 23 | her | programmatic | 31 | 70 | 43 | 26 | homily | 65 | Odin | 20 | 75 | 68 | 90 | panel | 95 | emit | 11 | 83 | niggle | 58 | 95 | snagging | mollify | black | 70 | 81 | wingbeat | 59 | 52 | cyanate
52 : 26 | insight | 80 | 82 | 54 | 68 | 61 | 60 | 31 | 5 | 68 | 12 | 36 | 90 | Anita | 62 | 35 | 98 | 4 | 81 | peccary | 16 | Pickford | Poole | 63 | 75 | 21 | dealt | 86 | 14 | 99 | 73 | Perry | 53 | 35 | 93 | 42 | 30 | hydrous
execute : 36 | 67 | 95 | 70 | 16 | 57 | small | 45 | 11 | 73 | chuckle | tableaux | followeth | 32 | toothpick | Thule | foal | roundhouse | aunt | 28 | 98 | bureau | 49 | demurring | aspect | 37 | furrier | 58 | 76 | 23 | Wheller | 31 | offload | 46 | 33 | bandstop | vitreous | 66 | aesthetic
61 : 96 | 74 | 41 | wretch | pacifist | flexural | genera | 10 | 25 | 77 | 67 | Robinson | 67 | 98 | 79 | distort | alphabetic | 24 | 25 | 90 | dogmatic | captor | 90 | 62 | niche | 8 | 86 | 63 | iambic | 1 | Lindholm | 18 | 37 | bombproof | 70 | 49 | tabulate | downgrade | loris
17 : call | Jordan | 88 | 19 | 62 | 97 | 85 | 91 | whirligig | penance | Veneto | cookie | hart | hepatitis | inexorable | Alvarez | 98 | 21 | drill | menstrual | 94 | 26 | 34 | Noah | 41 | 45 | tarantula | 49 | bedfast | 62 | 91 | 7 | 99 | Lilian | 13 | oaf | 46 | 17 | 34
38 : midmorn | glutamine | 6 | Sao | 5 | 93 | backyard | negate | 51 | actinic | minaret | 25 | actuate | airflow | 7 | 99 | 67 | 15 | geodesy | 56 | 6 | toxic | creature | alluvial | 34 | 26 | plastisol | 56 | 62 | 19 | 18 | 5 | Loveland | 45 | 62 | bannock | 51 | 1 | shrike
opthalmology : 6 | contraband | Segundo | 8 | Lancashire | 90 | 27 | 11 | 25 | 73 | 81 | 94 | 91 | 53 | 26 | 34 | 49 | 42 | 33 | 41 | 58 | flattery | 6 | annulled | 63 | bushy | allure | 96 | gel | 19 | 96 | 8 | Christianson | 96 | 6 | 20 | 83 | threonine | 37
76 : hyphenate | 10 | 58 | sucrose | 98 | prospector | Aegean | 38 | doctor | 93 | cotman | Bellini | 47 | 90 | rattlesnake | 97 | Watson | 37 | 98 | 93 | Barcelona | far | flowery | Nigeria | 89 | 61 | 39 | curve | 48 | 76 | epiphyte | 36 | 81 | 72 | 18 | 48 | ana | 81 | 31
72 : authenticate | 39 | 83 | tarantula | 30 | 60 | suburb | indentation | 57 | 86 | 24 | 8 | 42 | 16 | 75 | 69 | 16 | needham | 46 | attach | 55 | 39 | Nassau | 64 | 21 | 21 | 45 | 95 | nave | 88 | zoo | Schweitzer | 91 | Cassandra | impossible | 88 | 15 | 52 | cognitive
4 : intolerant | 90 | affix | 78 | 94 | 41 | chordate | 83 | Woolworth | summit | grew | 15 | 1 | 65 | 94 | 42 | 11 | 74 | culprit | 71 | 25 | 31 | 13 | 30 | 41 | Heathkit | Heckman | rote | 1 | 78 | reef | sable | tyrant | 15 | 4 | 16 | 26 | Slav | democrat
forcible : mall | 51 | 43 | gather | 9 | 62 | speedwell | t's | 49 | sail | warehouseman | 57 | 84 | 7 | 83 | 64 | stationarity | 53 | 88 | homeland | Paso | 95 | lessen | 30 | unimodal | liken | 63 | cupric | 94 | ridge | Lausanne | tent | 22 | washbasin | quonset | 88 | Hannibal | 96 | 55
42 : proliferate | 74 | highwayman | harshen | acetone | plankton | 45 | 30 | 73 | 98 | 57 | 15 | 37 | 86 | economist | Technion | January | 8 | unitary | 72 | 55 | 18 | 20 | 30 | 17 | 63 | NYU | 47 | 53 | weedy | 97 | 35 | 59 | Cantonese | 37 | victual | 14 | 70 | 41
14 : 83 | 83 | cybernetic | elastomer | 51 | 19 | 40 | kwashiorkor | 46 | 54 | 8 | 87 | 92 | kivu | 51 | 10 | 19 | 40 | collard | bombast | 54 | 81 | 73 | bookish | 19 | radio | teacup | Avignon | Typhon | Darwinian | 1 | 64 | 10 | 90 | 23 | gross | 17 | famous | 21
ouzo : yoga | haiku | Canaan | dingo | 78 | Aladdin | 7 | deferring | 68 | 41 | 5 | 15 | ruthenium | ink | determinate | 7 | 39 | 66 | 34 | 29 | 28 | 77 | insofar | x | 49 | 11 | 37 | pixel | 46 | Heidegger | geochemical | 27 | 95 | flycatcher | oppressive | 20 | 56 | 34 | sextuple
27 : 57 | palate | 33 | henequen | cache | 37 | blackguard | bizarre | pushout | 89 | billboard | 73 | 3 | 79 | 84 | 34 | CIA | 23 | 43 | 31 | lithospheric | 17 | grown | 26 | emolument | 83 | airdrop | 81 | 31 | 67 | 73 | Patterson | elucidate | dehumidify | coprocessor | 89 | 88 | degree | 81
Owens : 23 | 74 | 91 | 3 | 8 | 96 | 54 | 13 | flub | 55 | barley | 53 | 84 | isinglass | cantor | 91 | legal | intensify | 2 | 96 | Tuscarora | pecuniary | rhino | 57 | 95 | 61 | 99 | Tanya | 38 | 85 | 64 | 56 | 49 | judge | 98 | fire | 56 | 19 | 77
79 : expansible | Sri | 97 | twelvefold | 36 | 46 | etc | funerary | 82 | 76 | snail | 10 | 88 | 22 | demoniac | insect | 73 | 78 | 64 | Chinook | 92 | 17 | 95 | Cyrus | eighty | complexion | 77 | Orestes | 76 | 62 | Fujitsu | 57 | torso | 25 | 93 | 31 | carte | lawsuit | 22
circumcise : landhold | 20 | 77 | greenware | 87 | 42 | known | riotous | 37 | shore | condemnatory | McPherson | 69 | Tom | 96 | Bragg | 75 | 72 | 95 | 91 | 32 | 87 | 74 | 35 | indirect | 70 | bombproof | antimony | 62 | passage | 69 | polarography | 12 | 60 | laymen | dilettante | 60 | cohere | 18
miraculous : 55 | 38 | 48 | 24 | rake | glory | McCall | 37 | 82 | 33 | 91 | 2 | 16 | 58 | 74 | 31 | 72 | 80 | 60 | contort | 67 | 21 | Scorpio | 42 | decouple | 98 | 43 | 53 | 20 | 3 | 29 | 55 | 31 | 5 | 16 | 22 | 48 | 44 | bricklayer
93 : debris | parakeet | 56 | syllabic | 98 | 16 | mania | 77 | den | 35 | 33 | cemetery | 56 | 51 | screwdriver | megohm | 8 | 56 | 9 | hey | 88 | pacific | 97 | stingray | 42 | 16 | aminobenzoic | 5 | fervid | ford | 21 | 69 | 40 | triple | covariant | 4 | isomorph | 54 | 27
72 : discovery | 73 | lass | Houdaille | 66 | 18 | fluorescein | lawful | 42 | extraterritorial | 56 | 53 | fist | GE | bullfrog | 15 | 74 | duopoly | 33 | 64 | 49 | heroin | 94 | 82 | 18 | 40 | 89 | illustrious | 84 | supervisory | crewel | 8 | 72 | arenaceous | Macadamia | 46 | 78 | Doge | 87
antipathy : 89 | 14 | 90 | retardant | Johnny | quicken | collide | Millie | 85 | Danish | 45 | lollipop | tractor | Boyd | reed | 71 | type | 4 | 48 | 41 | septuagenarian | 62 | Achilles | 96 | 62 | 77 | 69 | ominous | faro | 88 | compactify | 37 | 0 | 57 | mortem | bluebird | Manchester | 28 | 91
chard : 85 | highball | 28 | Neil | 72 | lass | 3 | hoyden | 4 | ionospheric | drainage | 83 | possible | 54 | 50 | 99 | 76 | 62 | 90 | 31 | 11 | salt | 91 | 92 | 2 | 55 | 71 | 50 | 86 | airmen | 87 | rampart | 37 | 0 | century | counterclockwise | astrologer | 44 | 78
85 : almond | idiom | 45 | 97 | 68 | 43 | agronomist | 79 | 86 | regulate | 24 | 32 | 15 | lettuce | diet | 81 | alfonso | 94 | penmen | 4 | subrogation | 16 | 58 | 7 | 44 | Charon | unwieldy | Semite | 1 | 55 | 80 | sporadic | 25 | 11 | 34 | knew | philosophy | McElroy | Alpheratz
50 : 23 | crepe | 97 | 41 | scud | 92 | suffice | 76 | expedient | instable | 61 | trite | 83 | 33 | 7 | 75 | 68 | 39 | hydroxylate | safari | 28 | artisan | 98 | 78 | mucilage | 82 | catalogue | response | 6 | 19 | 24 | 84 | 57 | 53 | 91 | reportorial | dilate | 53 | Mollie
35 : primate | 95 | 41 | sulfurous | lever | gravid | 34 | Jon | poultice | 6 | irredentism | 50 | 88 | 20 | 5 | fake | 80 | 38 | 13 | Johannes | Kendall | Alexandria | Fruehauf | 83 | 85 | monel | buckwheat | 41 | 30 | 21 | Renault | 26 | fractionate | 22 | 0 | regret | 71 | proposition | Jurassic
4 : 22 | 28 | 93 | 99 | Cajun | 88 | 8 | 89 | Cunningham | 84 | 98 | republican | 68 | 70 | Moran | geodetic | 53 | headset | translate | ratify | hay | 45 | soapstone | 85 | elude | 10 | 74 | 16 | 24 | 34 | 82 | ether | 76 | 49 | 12 | amort | invertebrate | plea | dyadic
morphology : ineffectual | 65 | fluorine | roadside | 49 | 74 | 18 | Marrietta | inopportune | wily | 41 | 68 | 86 | 15 | pitfall | 38 | 81 | diminution | 69 | 83 | 43 | 8 | 13 | 47 | young | 85 | camouflage | 13 | Orphic | 94 | Pyrex | 89 | Nicholson | 91 | 34 | gentlemen | 9 | registration | 45
antipodal : cacao | 18 | 7 | dosage | emulsify | alert | 20 | Pusey | 51 | 31 | canker | 39 | 70 | 74 | 88 | 74 | 94 | Aladdin | arenaceous | Jed | Mayer | 8 | 92 | Olivia | waylay | 63 | 1 | upsetting | 44 | 89 | yea | 99 | 83 | 67 | 41 | 98 | 59 | 52 | 99
confessor : 83 | refrain | 30 | jovial | 98 | 50 | Hawkins | macho | 96 | 97 | Gladys | 31 | 59 | standpoint | 10 | 35 | perky | 75 | dirge | dystrophy | 34 | 78 | bitt | Enoch | 94 | 80 | 23 | faint | baldpate | 49 | 50 | strategy | 82 | 52 | cowhand | 19 | obstinate | 73 | 28
21 : 80 | alumina | 94 | indeterminacy | psyllium | vinyl | 60 | Goodman | moisture | 97 | 52 | encumber | plumbate | 74 | delinquent | 87 | trillion | 90 | 78 | 58 | chitin | 96 | 74 | 47 | 85 | 33 | 23 | 44 | 57 | 46 | pork | confound | 27 | Sommerfeld | 0 | 61 | 96 | 91 | exercisable
militiamen : waybill | Jimenez | Coffey | 29 | 2 | condemn | 43 | 50 | 3 | 85 | palindrome | 81 | pinscher | showman | whitehead | 26 | 44 | astray | 94 | 53 | 39 | tagging | 97 | 76 | 95 | topaz | 86 | regimentation | 95 | 18 | 33 | 70 | haploid | 16 | kiva | 22 | supervene | 29 | 91
artwork : 78 | 36 | pathway | 19 | 67 | argumentative | credential | 10 | 65 | mortgage | cricket | 11 | 46 | 26 | 19 | 82 | 45 | 93 | these | 96 | 89 | 30 | whisk | 92 | 47 | 1 | document | cheek | vodka | fulcrum | 85 | 49 | Lumpur | 41 | conciliatory | stringent | suicidal | thorny | 8
dictatorial : 34 | 56 | 57 | 46 | inalienable | auctioneer | 62 | 6 | passion | 73 | 5 | 99 | forbear | 92 | 16 | cattail | 8 | 41 | 59 | endomorphism | 90 | 38 | 72 | 57 | dominion | hut | penmen | 98 | 43 | 48 | 17 | Epsom | 85 | 57 | 18 | 41 | 82 | 46 | rot
9 : 66 | 43 | 36 | 18 | twofold | 56 | 83 | moth | 78 | 8 | 61 | Principia | 7 | annum | 0 | 40 | 68 | 11 | spurt | 50 | regrettable | Bowen | JACM | 63 | 91 | 23 | 63 | locoweed | conspicuous | 36 | 41 | transfuse | 19 | 92 | globulin | Sternberg | 69 | Pepsi | 18
21 : Hansen | 29 | 41 | 55 | 93 | Chimique | mendacity | 93 | 59 | 80 | 88 | 37 | 55 | Seattle | candidate | quartzite | NIMH | 40 | 44 | 85 | curtain | 80 | 29 | ironstone | exaggerate | 77 | conspiracy | 8 | 94 | Jr | 18 | hyperboloidal | curb | 97 | 78 | incommensurable | assemblage | Hubbard | 74
67 : 59 | 0 | 25 | 62 | shay | shift | divisor | 19 | bugle | 13 | 59 | oracle | 81 | Monica | 0 | 87 | 69 | 74 | dabble | 76 | ideate | Leonid | 17 | 18 | magnesia | cabinetmake | trilogy | diagnose | 68 | 89 | mosaic | 84 | 95 | vii | 37 | floral | 87 | 14 | 15
swanky : 0 | 85 | 93 | conversant | 44 | 43 | 0 | 76 | strikebreak | 52 | 43 | 38 | 56 | 80 | hyena | 79 | 9 | 33 | countryman | 12 | 22 | cherubim | 84 | stiffen | scorn | adherent | 63 | swift | 82 | 58 | 46 | fuzzy | 77 | Katie | 19 | 53 | 15 | 67 | piracy
63 : 0 | dendrite | Chao | 92 | 97 | deallocate | 67 | 98 | 44 | Verlag | 46 | afield | 94 | sneak | 51 | 98 | mayonnaise | 10 | 88 | 16 | 82 | 39 | 59 | t | pew | 98 | 14 | Liechtenstein | 7 | 20 | 85 | 37 | 33 | 56 | 63 | 64 | 99 | secretariat | 18
coequal : march | 0 | 57 | countermand | 77 | 1 | 43 | crow | 14 | 95 | 15 | athlete | thousandfold | agile | 6 | 83 | 28 | admit | 86 | 54 | horn | 68 | 60 | 29 | Hanover | etch | 70 | 24 | 93 | hereby | 15 | purvey | afoot | 0 | exigent | amoebae | 62 | liveth | hypnosis
